ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-001670,2023-03-11,2023-06-05,442.77,Débito,Operación,Reembolso no procesado,Electrónica,Perdida,India,No,Robo de tarjeta,442.77 €,Comercio_843,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,442.77 €,ARN00001670,Pendiente,Pendiente,0.0,Canadá
C-001671,2023-03-12,2023-05-18,0.86,Débito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Perdida,Estados Unidos,No,Fraude de identidad,0.86 €,Comercio_1565,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.86 €,ARN00001671,Pendiente,Pendiente,0.0,India
C-001671,2023-03-12,2023-05-23,729.83,Débito,Operación,Duplicación de cargos,Salud y belleza,Perdida,Estados Unidos,No,Fraude de identidad,729.83 €,Comercio_1565,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,729.83 €,ARN00001671,Pendiente,Pendiente,0.0,India
C-001672,2023-03-13,2023-05-19,1.15,Débito,Cambio de divisa,Duplicación de cargos,Ropa y accesorios,Ganada,Estados Unidos,Sí,Robo de tarjeta,1.15 €,Comercio_1443,CBK GANADO,1.15 €,0.00 €,0.00 €,ARN00001672,Pendiente,Pendiente,0.0,Canadá
C-001672,2023-03-13,2023-05-17,672.98,Débito,Operación,Duplicación de cargos,Ropa y accesorios,Ganada,Estados Unidos,Sí,Robo de tarjeta,672.98 €,Comercio_1443,CBK GANADO,672.98 €,0.00 €,0.00 €,ARN00001672,Pendiente,Pendiente,0.0,Canadá
C-001673,2023-03-14,2023-05-28,198.5,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Francia,No,Phishing,198.50 €,Comercio_1942,DEVOLUCIÓN COMERCIO,0.00 €,198.50 €,0.00 €,ARN00001673,Pendiente,Pendiente,0.0,Canadá
C-001674,2023-03-15,2023-05-21,1.48,Crédito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Australia,No,Fraude amistoso,1.48 €,Comercio_665,DEVOLUCIÓN COMERCIO,0.00 €,1.48 €,0.00 €,ARN00001674,Pendiente,Pendiente,0.0,Alemania
C-001674,2023-03-15,2023-05-31,617.55,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Australia,No,Fraude amistoso,617.55 €,Comercio_665,DEVOLUCIÓN COMERCIO,0.00 €,617.55 €,0.00 €,ARN00001674,Pendiente,Pendiente,0.0,Alemania
C-001675,2023-03-16,2023-05-19,652.22,Débito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Australia,Sí,Fraude amistoso,652.22 €,Comercio_1813,DEVOLUCIÓN COMERCIO,0.00 €,652.22 €,0.00 €,ARN00001675,Hecho,2023-03-16,658.83,India
C-001676,2023-03-17,2023-05-27,1.3,Débito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Alemania,No,Fraude de identidad,1.30 €,Comercio_457,CBK GANADO,1.30 €,0.00 €,0.00 €,ARN00001676,Pendiente,Pendiente,0.0,India
C-001676,2023-03-17,2023-05-24,928.92,Débito,Operación,Fraude sospechado,Electrónica,Ganada,Alemania,No,Fraude de identidad,928.92 €,Comercio_457,CBK GANADO,928.92 €,0.00 €,0.00 €,ARN00001676,Pendiente,Pendiente,0.0,India
C-001677,2023-03-18,2023-05-30,729.79,Crédito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Francia,No,Uso no autorizado,729.79 €,Comercio_1974,CBK GANADO,729.79 €,0.00 €,0.00 €,ARN00001677,Pendiente,Pendiente,0.0,Canadá
C-001677,2023-03-18,2023-06-07,1.31,Crédito,Cambio de divisa,Reembolso no procesado,Hogar y jardín,Ganada,Francia,No,Uso no autorizado,1.31 €,Comercio_1974,CBK GANADO,1.31 €,0.00 €,0.00 €,ARN00001677,Pendiente,Pendiente,0.0,Canadá
C-001678,2023-03-19,2023-06-02,480.43,Débito,Operación,Reembolso no procesado,Ropa y accesorios,Ganada,Francia,Sí,Robo de tarjeta,480.43 €,Comercio_306,PRE-ARBITRAJE GANADO,480.43 €,0.00 €,0.00 €,ARN00001678,Pendiente,Pendiente,0.0,India
C-001678,2023-03-19,2023-06-10,1.05,Débito,Cambio de divisa,Reembolso no procesado,Ropa y accesorios,Ganada,Francia,Sí,Robo de tarjeta,1.05 €,Comercio_306,PRE-ARBITRAJE GANADO,1.05 €,0.00 €,0.00 €,ARN00001678,Pendiente,Pendiente,0.0,India
C-001679,2023-03-20,2023-06-09,737.03,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Alemania,No,Uso no autorizado,737.03 €,Comercio_904,CBK GANADO,737.03 €,0.00 €,0.00 €,ARN00001679,Pendiente,Pendiente,0.0,Alemania
C-001680,2023-03-21,2023-06-09,332.06,Débito,Operación,Duplicación de cargos,Entretenimiento,Perdida,India,Sí,Fraude de identidad,332.06 €,Comercio_1583,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,332.06 €,ARN00001680,Pendiente,Pendiente,0.0,Estados Unidos
C-001681,2023-03-22,2023-06-12,724.76,Débito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Canadá,No,Phishing,724.76 €,Comercio_5,CBK GANADO,724.76 €,0.00 €,0.00 €,ARN00001681,Hecho,2023-03-22,10.58,Canadá
C-001682,2023-03-23,2023-05-24,182.67,Débito,Operación,Producto no recibido,Ropa y accesorios,Perdida,India,No,Fraude amistoso,182.67 €,Comercio_1013,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,182.67 €,ARN00001682,Pendiente,Pendiente,0.0,India
C-001683,2023-03-24,2023-06-01,911.39,Débito,Operación,Duplicación de cargos,Salud y belleza,Ganada,México,Sí,Uso no autorizado,911.39 €,Comercio_1312,CBK GANADO,911.39 €,0.00 €,0.00 €,ARN00001683,Pendiente,Pendiente,0.0,Australia
C-001683,2023-03-24,2023-06-20,1.33,Débito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Ganada,México,Sí,Uso no autorizado,1.33 €,Comercio_1312,CBK GANADO,1.33 €,0.00 €,0.00 €,ARN00001683,Pendiente,Pendiente,0.0,Australia
C-001684,2023-03-25,2023-06-08,380.49,Crédito,Operación,Producto no recibido,Electrónica,Ganada,Canadá,Sí,Fraude de identidad,380.49 €,Comercio_1726,PRE-ARBITRAJE GANADO,380.49 €,0.00 €,0.00 €,ARN00001684,Hecho,2023-03-25,135.13,Australia
C-001685,2023-03-26,2023-06-15,325.91,Crédito,Operación,Reembolso no procesado,Comida y bebidas,Perdida,Alemania,Sí,Uso no autorizado,325.91 €,Comercio_682,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,325.91 €,ARN00001685,Hecho,2023-03-26,513.75,Canadá
C-001685,2023-03-26,2023-06-24,1.33,Crédito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Perdida,Alemania,Sí,Uso no autorizado,1.33 €,Comercio_682,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.33 €,ARN00001685,Hecho,2023-03-26,513.75,Canadá
C-001686,2023-03-27,2023-06-15,1.24,Crédito,Cambio de divisa,Reembolso no procesado,Salud y belleza,Perdida,México,Sí,Phishing,1.24 €,Comercio_462,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.24 €,ARN00001686,Pendiente,Pendiente,0.0,Alemania
C-001686,2023-03-27,2023-06-13,524.52,Crédito,Operación,Reembolso no procesado,Salud y belleza,Perdida,México,Sí,Phishing,524.52 €,Comercio_462,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,524.52 €,ARN00001686,Pendiente,Pendiente,0.0,Alemania
C-001687,2023-03-28,2023-05-28,1.4,Débito,Cambio de divisa,Reembolso no procesado,Hogar y jardín,Perdida,India,Sí,Uso no autorizado,1.40 €,Comercio_984,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.40 €,ARN00001687,Pendiente,Pendiente,0.0,Estados Unidos
C-001687,2023-03-28,2023-06-09,594.72,Débito,Operación,Reembolso no procesado,Hogar y jardín,Perdida,India,Sí,Uso no autorizado,594.72 €,Comercio_984,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,594.72 €,ARN00001687,Pendiente,Pendiente,0.0,Estados Unidos
C-001688,2023-03-29,2023-06-11,0.93,Débito,Cambio de divisa,Producto no recibido,Entretenimiento,Ganada,Reino Unido,No,Uso no autorizado,0.93 €,Comercio_235,DEVOLUCIÓN COMERCIO,0.00 €,0.93 €,0.00 €,ARN00001688,Pendiente,Pendiente,0.0,India
C-001688,2023-03-29,2023-06-24,922.16,Débito,Operación,Producto no recibido,Entretenimiento,Ganada,Reino Unido,No,Uso no autorizado,922.16 €,Comercio_235,DEVOLUCIÓN COMERCIO,0.00 €,922.16 €,0.00 €,ARN00001688,Pendiente,Pendiente,0.0,India
C-001689,2023-03-30,2023-06-25,1.2,Débito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Ganada,India,No,Uso no autorizado,1.20 €,Comercio_920,DEVOLUCIÓN COMERCIO,0.00 €,1.20 €,0.00 €,ARN00001689,Pendiente,Pendiente,0.0,México
C-001689,2023-03-30,2023-06-05,354.22,Débito,Operación,Fraude sospechado,Hogar y jardín,Ganada,India,No,Uso no autorizado,354.22 €,Comercio_920,DEVOLUCIÓN COMERCIO,0.00 €,354.22 €,0.00 €,ARN00001689,Pendiente,Pendiente,0.0,México
C-001690,2023-03-31,2023-06-26,45.85,Crédito,Operación,Fraude sospechado,Electrónica,Perdida,Reino Unido,Sí,Robo de tarjeta,45.85 €,Comercio_1649,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,45.85 €,ARN00001690,Pendiente,Pendiente,0.0,Estados Unidos
C-001691,2023-04-01,2023-06-24,110.22,Débito,Operación,Reembolso no procesado,Comida y bebidas,Perdida,Estados Unidos,Sí,Phishing,110.22 €,Comercio_570,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,110.22 €,ARN00001691,Pendiente,Pendiente,0.0,México
C-001691,2023-04-01,2023-06-28,1.45,Débito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Perdida,Estados Unidos,Sí,Phishing,1.45 €,Comercio_570,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.45 €,ARN00001691,Pendiente,Pendiente,0.0,México
C-001692,2023-04-02,2023-06-12,516.93,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,México,No,Phishing,516.93 €,Comercio_264,DEVOLUCIÓN COMERCIO,0.00 €,516.93 €,0.00 €,ARN00001692,Hecho,2023-04-02,832.95,Canadá
C-001693,2023-04-03,2023-06-19,287.16,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Reino Unido,No,Phishing,287.16 €,Comercio_286,CBK GANADO,287.16 €,0.00 €,0.00 €,ARN00001693,Pendiente,Pendiente,0.0,Estados Unidos
C-001694,2023-04-04,2023-06-14,766.59,Crédito,Operación,Producto no recibido,Electrónica,Perdida,India,Sí,Phishing,766.59 €,Comercio_1802,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,766.59 €,ARN00001694,Pendiente,Pendiente,0.0,Estados Unidos
C-001694,2023-04-04,2023-06-15,0.88,Crédito,Cambio de divisa,Producto no recibido,Electrónica,Perdida,India,Sí,Phishing,0.88 €,Comercio_1802,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.88 €,ARN00001694,Pendiente,Pendiente,0.0,Estados Unidos
C-001695,2023-04-05,2023-06-11,1.11,Crédito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Reino Unido,Sí,Phishing,1.11 €,Comercio_624,PRE-ARBITRAJE GANADO,1.11 €,0.00 €,0.00 €,ARN00001695,Hecho,2023-04-05,208.19,Australia
C-001695,2023-04-05,2023-06-06,832.07,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Reino Unido,Sí,Phishing,832.07 €,Comercio_624,PRE-ARBITRAJE GANADO,832.07 €,0.00 €,0.00 €,ARN00001695,Hecho,2023-04-05,208.19,Australia
C-001696,2023-04-06,2023-07-03,0.97,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Perdida,México,No,Phishing,0.97 €,Comercio_105,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.97 €,ARN00001696,Pendiente,Pendiente,0.0,México
C-001696,2023-04-06,2023-06-19,855.95,Crédito,Operación,Duplicación de cargos,Electrónica,Perdida,México,No,Phishing,855.95 €,Comercio_105,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,855.95 €,ARN00001696,Pendiente,Pendiente,0.0,México
C-001697,2023-04-07,2023-06-29,96.25,Débito,Operación,Duplicación de cargos,Ropa y accesorios,Ganada,Alemania,No,Robo de tarjeta,96.25 €,Comercio_1718,PRE-ARBITRAJE GANADO,96.25 €,0.00 €,0.00 €,ARN00001697,Hecho,2023-04-07,191.68,Australia
C-001698,2023-04-08,2023-06-30,1.31,Débito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,1.31 €,Comercio_539,PRE-ARBITRAJE GANADO,1.31 €,0.00 €,0.00 €,ARN00001698,Hecho,2023-04-08,261.2,India
C-001698,2023-04-08,2023-06-09,575.45,Débito,Operación,Reembolso no procesado,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,575.45 €,Comercio_539,PRE-ARBITRAJE GANADO,575.45 €,0.00 €,0.00 €,ARN00001698,Hecho,2023-04-08,261.2,India
C-001699,2023-04-09,2023-07-04,1.38,Crédito,Cambio de divisa,Producto defectuoso,Entretenimiento,Ganada,México,No,Uso no autorizado,1.38 €,Comercio_1743,CBK GANADO,1.38 €,0.00 €,0.00 €,ARN00001699,Hecho,2023-04-09,751.96,Alemania
C-001699,2023-04-09,2023-06-21,730.84,Crédito,Operación,Producto defectuoso,Entretenimiento,Ganada,México,No,Uso no autorizado,730.84 €,Comercio_1743,CBK GANADO,730.84 €,0.00 €,0.00 €,ARN00001699,Hecho,2023-04-09,751.96,Alemania
C-001700,2023-04-10,2023-06-17,694.26,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,Canadá,No,Robo de tarjeta,694.26 €,Comercio_408,DEVOLUCIÓN COMERCIO,0.00 €,694.26 €,0.00 €,ARN00001700,Pendiente,Pendiente,0.0,México
C-001700,2023-04-10,2023-07-02,1.06,Crédito,Cambio de divisa,Fraude sospechado,Salud y belleza,Ganada,Canadá,No,Robo de tarjeta,1.06 €,Comercio_408,DEVOLUCIÓN COMERCIO,0.00 €,1.06 €,0.00 €,ARN00001700,Pendiente,Pendiente,0.0,México
C-001701,2023-04-11,2023-06-13,0.86,Débito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Ganada,Alemania,Sí,Uso no autorizado,0.86 €,Comercio_1855,PRE-ARBITRAJE GANADO,0.86 €,0.00 €,0.00 €,ARN00001701,Pendiente,Pendiente,0.0,India
C-001701,2023-04-11,2023-06-19,955.27,Débito,Operación,Producto defectuoso,Comida y bebidas,Ganada,Alemania,Sí,Uso no autorizado,955.27 €,Comercio_1855,PRE-ARBITRAJE GANADO,955.27 €,0.00 €,0.00 €,ARN00001701,Pendiente,Pendiente,0.0,India
C-001702,2023-04-12,2023-06-21,1.41,Crédito,Cambio de divisa,Transacción no autorizada,Entretenimiento,Ganada,Canadá,No,Fraude de identidad,1.41 €,Comercio_978,CBK GANADO,1.41 €,0.00 €,0.00 €,ARN00001702,Hecho,2023-04-12,706.83,Estados Unidos
C-001702,2023-04-12,2023-06-12,677.92,Crédito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Canadá,No,Fraude de identidad,677.92 €,Comercio_978,CBK GANADO,677.92 €,0.00 €,0.00 €,ARN00001702,Hecho,2023-04-12,706.83,Estados Unidos
C-001703,2023-04-13,2023-07-09,0.84,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,Alemania,Sí,Fraude de identidad,0.84 €,Comercio_1132,PRE-ARBITRAJE GANADO,0.84 €,0.00 €,0.00 €,ARN00001703,Hecho,2023-04-13,235.9,México
C-001703,2023-04-13,2023-06-20,471.31,Crédito,Operación,Duplicación de cargos,Electrónica,Ganada,Alemania,Sí,Fraude de identidad,471.31 €,Comercio_1132,PRE-ARBITRAJE GANADO,471.31 €,0.00 €,0.00 €,ARN00001703,Hecho,2023-04-13,235.9,México
C-001704,2023-04-14,2023-06-17,447.05,Crédito,Operación,Transacción no autorizada,Salud y belleza,Perdida,Reino Unido,No,Uso no autorizado,447.05 €,Comercio_1831,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,447.05 €,ARN00001704,Hecho,2023-04-14,306.17,Canadá
C-001705,2023-04-15,2023-06-25,926.98,Débito,Operación,Reembolso no procesado,Salud y belleza,Ganada,India,Sí,Fraude amistoso,926.98 €,Comercio_473,PRE-ARBITRAJE GANADO,926.98 €,0.00 €,0.00 €,ARN00001705,Hecho,2023-04-15,603.2,Alemania
C-001706,2023-04-16,2023-06-24,687.34,Crédito,Operación,Fraude sospechado,Electrónica,Perdida,Francia,No,Fraude amistoso,687.34 €,Comercio_766,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,687.34 €,ARN00001706,Pendiente,Pendiente,0.0,India
C-001707,2023-04-17,2023-06-19,659.52,Crédito,Operación,Fraude sospechado,Electrónica,Perdida,Estados Unidos,No,Phishing,659.52 €,Comercio_1111,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,659.52 €,ARN00001707,Pendiente,Pendiente,0.0,Estados Unidos
C-001708,2023-04-18,2023-06-25,480.69,Débito,Operación,Producto defectuoso,Hogar y jardín,Perdida,México,Sí,Fraude de identidad,480.69 €,Comercio_269,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,480.69 €,ARN00001708,Pendiente,Pendiente,0.0,Estados Unidos
C-001708,2023-04-18,2023-06-29,1.31,Débito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Perdida,México,Sí,Fraude de identidad,1.31 €,Comercio_269,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.31 €,ARN00001708,Pendiente,Pendiente,0.0,Estados Unidos
C-001709,2023-04-19,2023-06-20,585.63,Débito,Operación,Fraude sospechado,Electrónica,Perdida,Alemania,No,Fraude amistoso,585.63 €,Comercio_1357,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,585.63 €,ARN00001709,Hecho,2023-04-19,735.84,India
C-001710,2023-04-20,2023-07-19,854.29,Débito,Operación,Transacción no autorizada,Entretenimiento,Perdida,Australia,No,Robo de tarjeta,854.29 €,Comercio_1412,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,854.29 €,ARN00001710,Pendiente,Pendiente,0.0,India
C-001711,2023-04-21,2023-07-18,917.74,Débito,Operación,Reembolso no procesado,Electrónica,Ganada,India,Sí,Fraude amistoso,917.74 €,Comercio_266,CBK GANADO,917.74 €,0.00 €,0.00 €,ARN00001711,Pendiente,Pendiente,0.0,India
C-001712,2023-04-22,2023-07-15,1.46,Débito,Cambio de divisa,Duplicación de cargos,Comida y bebidas,Ganada,India,Sí,Fraude amistoso,1.46 €,Comercio_1242,PRE-ARBITRAJE GANADO,1.46 €,0.00 €,0.00 €,ARN00001712,Hecho,2023-04-22,242.33,México
C-001712,2023-04-22,2023-07-14,140.47,Débito,Operación,Duplicación de cargos,Comida y bebidas,Ganada,India,Sí,Fraude amistoso,140.47 €,Comercio_1242,PRE-ARBITRAJE GANADO,140.47 €,0.00 €,0.00 €,ARN00001712,Hecho,2023-04-22,242.33,México
C-001713,2023-04-23,2023-07-16,179.88,Crédito,Operación,Reembolso no procesado,Salud y belleza,Perdida,Canadá,No,Fraude de identidad,179.88 €,Comercio_1376,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,179.88 €,ARN00001713,Hecho,2023-04-23,846.83,India
C-001713,2023-04-23,2023-07-16,1.0,Crédito,Cambio de divisa,Reembolso no procesado,Salud y belleza,Perdida,Canadá,No,Fraude de identidad,1.00 €,Comercio_1376,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.00 €,ARN00001713,Hecho,2023-04-23,846.83,India
C-001714,2023-04-24,2023-07-22,805.94,Débito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Reino Unido,No,Robo de tarjeta,805.94 €,Comercio_1794,DEVOLUCIÓN COMERCIO,0.00 €,805.94 €,0.00 €,ARN00001714,Hecho,2023-04-24,221.59,Australia
C-001714,2023-04-24,2023-06-27,1.19,Débito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Reino Unido,No,Robo de tarjeta,1.19 €,Comercio_1794,DEVOLUCIÓN COMERCIO,0.00 €,1.19 €,0.00 €,ARN00001714,Hecho,2023-04-24,221.59,Australia
C-001715,2023-04-25,2023-07-04,350.3,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,México,No,Fraude amistoso,350.30 €,Comercio_935,CBK GANADO,350.30 €,0.00 €,0.00 €,ARN00001715,Hecho,2023-04-25,716.78,Alemania
C-001716,2023-04-26,2023-07-05,751.67,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Canadá,Sí,Robo de tarjeta,751.67 €,Comercio_1644,DEVOLUCIÓN COMERCIO,0.00 €,751.67 €,0.00 €,ARN00001716,Hecho,2023-04-26,454.78,India
C-001717,2023-04-27,2023-07-01,984.31,Crédito,Operación,Duplicación de cargos,Electrónica,Ganada,Alemania,No,Fraude amistoso,984.31 €,Comercio_826,CBK GANADO,984.31 €,0.00 €,0.00 €,ARN00001717,Hecho,2023-04-27,720.61,Canadá
C-001717,2023-04-27,2023-06-30,0.88,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,Alemania,No,Fraude amistoso,0.88 €,Comercio_826,CBK GANADO,0.88 €,0.00 €,0.00 €,ARN00001717,Hecho,2023-04-27,720.61,Canadá
C-001718,2023-04-28,2023-07-15,97.67,Crédito,Operación,Producto no recibido,Comida y bebidas,Ganada,Estados Unidos,Sí,Phishing,97.67 €,Comercio_1974,CBK GANADO,97.67 €,0.00 €,0.00 €,ARN00001718,Hecho,2023-04-28,582.34,Canadá
C-001719,2023-04-29,2023-07-04,844.64,Débito,Operación,Producto no recibido,Hogar y jardín,Perdida,Francia,Sí,Uso no autorizado,844.64 €,Comercio_1470,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,844.64 €,ARN00001719,Pendiente,Pendiente,0.0,Australia
C-001719,2023-04-29,2023-07-22,1.36,Débito,Cambio de divisa,Producto no recibido,Hogar y jardín,Perdida,Francia,Sí,Uso no autorizado,1.36 €,Comercio_1470,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.36 €,ARN00001719,Pendiente,Pendiente,0.0,Australia
C-001720,2023-04-30,2023-07-24,0.95,Crédito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Ganada,Francia,No,Fraude de identidad,0.95 €,Comercio_1790,DEVOLUCIÓN COMERCIO,0.00 €,0.95 €,0.00 €,ARN00001720,Pendiente,Pendiente,0.0,Alemania
C-001720,2023-04-30,2023-07-21,352.78,Crédito,Operación,Duplicación de cargos,Salud y belleza,Ganada,Francia,No,Fraude de identidad,352.78 €,Comercio_1790,DEVOLUCIÓN COMERCIO,0.00 €,352.78 €,0.00 €,ARN00001720,Pendiente,Pendiente,0.0,Alemania
C-001721,2023-05-01,2023-07-03,1.11,Crédito,Cambio de divisa,Reembolso no procesado,Entretenimiento,Ganada,India,No,Uso no autorizado,1.11 €,Comercio_1005,PRE-ARBITRAJE GANADO,1.11 €,0.00 €,0.00 €,ARN00001721,Pendiente,Pendiente,0.0,Canadá
C-001721,2023-05-01,2023-07-26,160.64,Crédito,Operación,Reembolso no procesado,Entretenimiento,Ganada,India,No,Uso no autorizado,160.64 €,Comercio_1005,PRE-ARBITRAJE GANADO,160.64 €,0.00 €,0.00 €,ARN00001721,Pendiente,Pendiente,0.0,Canadá
C-001722,2023-05-02,2023-07-25,467.27,Débito,Operación,Producto no recibido,Comida y bebidas,Perdida,Australia,Sí,Robo de tarjeta,467.27 €,Comercio_1896,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,467.27 €,ARN00001722,Pendiente,Pendiente,0.0,Alemania
C-001723,2023-05-03,2023-07-10,914.59,Débito,Operación,Producto defectuoso,Comida y bebidas,Perdida,Reino Unido,No,Phishing,914.59 €,Comercio_7,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,914.59 €,ARN00001723,Hecho,2023-05-03,510.92,Estados Unidos
C-001723,2023-05-03,2023-07-04,1.29,Débito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Perdida,Reino Unido,No,Phishing,1.29 €,Comercio_7,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.29 €,ARN00001723,Hecho,2023-05-03,510.92,Estados Unidos
C-001724,2023-05-04,2023-07-27,698.62,Débito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Alemania,No,Phishing,698.62 €,Comercio_753,PRE-ARBITRAJE GANADO,698.62 €,0.00 €,0.00 €,ARN00001724,Hecho,2023-05-04,934.94,Australia
C-001724,2023-05-04,2023-07-07,0.83,Débito,Cambio de divisa,Transacción no autorizada,Entretenimiento,Ganada,Alemania,No,Phishing,0.83 €,Comercio_753,PRE-ARBITRAJE GANADO,0.83 €,0.00 €,0.00 €,ARN00001724,Hecho,2023-05-04,934.94,Australia
C-001725,2023-05-05,2023-07-20,682.52,Crédito,Operación,Duplicación de cargos,Electrónica,Ganada,India,Sí,Uso no autorizado,682.52 €,Comercio_923,PRE-ARBITRAJE GANADO,682.52 €,0.00 €,0.00 €,ARN00001725,Pendiente,Pendiente,0.0,India
C-001725,2023-05-05,2023-07-12,0.99,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,India,Sí,Uso no autorizado,0.99 €,Comercio_923,PRE-ARBITRAJE GANADO,0.99 €,0.00 €,0.00 €,ARN00001725,Pendiente,Pendiente,0.0,India
C-001726,2023-05-06,2023-07-15,209.5,Crédito,Operación,Duplicación de cargos,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,209.50 €,Comercio_982,DEVOLUCIÓN COMERCIO,0.00 €,209.50 €,0.00 €,ARN00001726,Pendiente,Pendiente,0.0,India
C-001726,2023-05-06,2023-07-05,1.44,Crédito,Cambio de divisa,Duplicación de cargos,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,1.44 €,Comercio_982,DEVOLUCIÓN COMERCIO,0.00 €,1.44 €,0.00 €,ARN00001726,Pendiente,Pendiente,0.0,India
C-001727,2023-05-07,2023-07-30,336.8,Débito,Operación,Fraude sospechado,Electrónica,Ganada,Canadá,Sí,Uso no autorizado,336.80 €,Comercio_1708,PRE-ARBITRAJE GANADO,336.80 €,0.00 €,0.00 €,ARN00001727,Pendiente,Pendiente,0.0,Estados Unidos
C-001727,2023-05-07,2023-07-20,1.06,Débito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Canadá,Sí,Uso no autorizado,1.06 €,Comercio_1708,PRE-ARBITRAJE GANADO,1.06 €,0.00 €,0.00 €,ARN00001727,Pendiente,Pendiente,0.0,Estados Unidos
