ID del caso,Fecha de transacción,Fecha de disputa,Monto de la transacción (USD),Tipo de tarjeta,Tipo de operación,Motivo del chargeback,Categoría del comercio,Estado de la disputa,País del cliente,Caso fallido,Tipología de fraude,Transaction_Amount,Merchant_Name,Chargeback_Status,Recuperación_CBKs,Devoluciones_Comercio,Fallido,ARN de la operación,Estado del informe,Fecha del informe,Fraude evitado (USD),País del Merchant
C-000549,2023-05-29,2023-07-31,537.24,Crédito,Operación,Producto no recibido,Salud y belleza,Ganada,Estados Unidos,Sí,Fraude de identidad,537.24 €,Comercio_1673,PRE-ARBITRAJE GANADO,537.24 €,0.00 €,0.00 €,ARN00000549,Hecho,2023-05-29,869.02,Estados Unidos
C-000550,2023-05-30,2023-08-16,807.72,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Estados Unidos,No,Fraude de identidad,807.72 €,Comercio_1693,DEVOLUCIÓN COMERCIO,0.00 €,807.72 €,0.00 €,ARN00000550,Pendiente,Pendiente,0.0,India
C-000551,2023-05-31,2023-08-06,1.2,Débito,Cambio de divisa,Duplicación de cargos,Salud y belleza,Ganada,Alemania,Sí,Fraude de identidad,1.20 €,Comercio_363,CBK GANADO,1.20 €,0.00 €,0.00 €,ARN00000551,Pendiente,Pendiente,0.0,Canadá
C-000551,2023-05-31,2023-08-05,893.21,Débito,Operación,Duplicación de cargos,Salud y belleza,Ganada,Alemania,Sí,Fraude de identidad,893.21 €,Comercio_363,CBK GANADO,893.21 €,0.00 €,0.00 €,ARN00000551,Pendiente,Pendiente,0.0,Canadá
C-000552,2023-06-01,2023-08-09,445.82,Crédito,Operación,Producto defectuoso,Hogar y jardín,Perdida,Reino Unido,No,Fraude amistoso,445.82 €,Comercio_610,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,445.82 €,ARN00000552,Hecho,2023-06-01,683.87,Estados Unidos
C-000553,2023-06-02,2023-08-26,426.86,Débito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Francia,Sí,Robo de tarjeta,426.86 €,Comercio_826,CBK GANADO,426.86 €,0.00 €,0.00 €,ARN00000553,Hecho,2023-06-02,135.09,Canadá
C-000554,2023-06-03,2023-08-17,802.85,Débito,Operación,Duplicación de cargos,Electrónica,Perdida,Reino Unido,Sí,Phishing,802.85 €,Comercio_873,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,802.85 €,ARN00000554,Pendiente,Pendiente,0.0,Estados Unidos
C-000554,2023-06-03,2023-08-21,0.86,Débito,Cambio de divisa,Duplicación de cargos,Electrónica,Perdida,Reino Unido,Sí,Phishing,0.86 €,Comercio_873,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,0.86 €,ARN00000554,Pendiente,Pendiente,0.0,Estados Unidos
C-000555,2023-06-04,2023-09-02,1.31,Débito,Cambio de divisa,Producto no recibido,Hogar y jardín,Perdida,Reino Unido,No,Phishing,1.31 €,Comercio_1226,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.31 €,ARN00000555,Hecho,2023-06-04,358.72,Canadá
C-000555,2023-06-04,2023-08-23,993.58,Débito,Operación,Producto no recibido,Hogar y jardín,Perdida,Reino Unido,No,Phishing,993.58 €,Comercio_1226,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,993.58 €,ARN00000555,Hecho,2023-06-04,358.72,Canadá
C-000556,2023-06-05,2023-08-05,1.15,Débito,Cambio de divisa,Fraude sospechado,Ropa y accesorios,Perdida,Australia,No,Fraude amistoso,1.15 €,Comercio_800,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.15 €,ARN00000556,Pendiente,Pendiente,0.0,Alemania
C-000556,2023-06-05,2023-08-09,940.1,Débito,Operación,Fraude sospechado,Ropa y accesorios,Perdida,Australia,No,Fraude amistoso,940.10 €,Comercio_800,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,940.10 €,ARN00000556,Pendiente,Pendiente,0.0,Alemania
C-000557,2023-06-06,2023-08-24,289.58,Débito,Operación,Reembolso no procesado,Salud y belleza,Perdida,Australia,Sí,Phishing,289.58 €,Comercio_632,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,289.58 €,ARN00000557,Hecho,2023-06-06,152.52,Alemania
C-000558,2023-06-07,2023-08-24,432.22,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,Francia,Sí,Fraude de identidad,432.22 €,Comercio_806,CBK GANADO,432.22 €,0.00 €,0.00 €,ARN00000558,Hecho,2023-06-07,48.32,Alemania
C-000558,2023-06-07,2023-09-02,1.42,Crédito,Cambio de divisa,Fraude sospechado,Salud y belleza,Ganada,Francia,Sí,Fraude de identidad,1.42 €,Comercio_806,CBK GANADO,1.42 €,0.00 €,0.00 €,ARN00000558,Hecho,2023-06-07,48.32,Alemania
C-000559,2023-06-08,2023-08-17,343.3,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,Reino Unido,No,Fraude de identidad,343.30 €,Comercio_1948,DEVOLUCIÓN COMERCIO,0.00 €,343.30 €,0.00 €,ARN00000559,Hecho,2023-06-08,885.22,Canadá
C-000560,2023-06-09,2023-08-11,609.85,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Reino Unido,Sí,Uso no autorizado,609.85 €,Comercio_499,CBK GANADO,609.85 €,0.00 €,0.00 €,ARN00000560,Hecho,2023-06-09,9.83,México
C-000561,2023-06-10,2023-09-06,676.94,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Alemania,No,Fraude de identidad,676.94 €,Comercio_602,PRE-ARBITRAJE GANADO,676.94 €,0.00 €,0.00 €,ARN00000561,Hecho,2023-06-10,19.58,Australia
C-000561,2023-06-10,2023-08-13,1.28,Crédito,Cambio de divisa,Fraude sospechado,Entretenimiento,Ganada,Alemania,No,Fraude de identidad,1.28 €,Comercio_602,PRE-ARBITRAJE GANADO,1.28 €,0.00 €,0.00 €,ARN00000561,Hecho,2023-06-10,19.58,Australia
C-000562,2023-06-11,2023-09-02,453.08,Crédito,Operación,Fraude sospechado,Comida y bebidas,Ganada,Estados Unidos,No,Uso no autorizado,453.08 €,Comercio_555,CBK GANADO,453.08 €,0.00 €,0.00 €,ARN00000562,Pendiente,Pendiente,0.0,India
C-000562,2023-06-11,2023-08-17,1.28,Crédito,Cambio de divisa,Fraude sospechado,Comida y bebidas,Ganada,Estados Unidos,No,Uso no autorizado,1.28 €,Comercio_555,CBK GANADO,1.28 €,0.00 €,0.00 €,ARN00000562,Pendiente,Pendiente,0.0,India
C-000563,2023-06-12,2023-09-07,0.9,Débito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Estados Unidos,Sí,Fraude de identidad,0.90 €,Comercio_773,CBK GANADO,0.90 €,0.00 €,0.00 €,ARN00000563,Pendiente,Pendiente,0.0,Australia
C-000563,2023-06-12,2023-08-14,768.65,Débito,Operación,Fraude sospechado,Electrónica,Ganada,Estados Unidos,Sí,Fraude de identidad,768.65 €,Comercio_773,CBK GANADO,768.65 €,0.00 €,0.00 €,ARN00000563,Pendiente,Pendiente,0.0,Australia
C-000564,2023-06-13,2023-08-18,938.74,Débito,Operación,Producto no recibido,Entretenimiento,Perdida,Canadá,Sí,Fraude amistoso,938.74 €,Comercio_368,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,938.74 €,ARN00000564,Hecho,2023-06-13,447.66,México
C-000565,2023-06-14,2023-08-20,822.65,Crédito,Operación,Producto no recibido,Hogar y jardín,Ganada,México,No,Uso no autorizado,822.65 €,Comercio_1430,DEVOLUCIÓN COMERCIO,0.00 €,822.65 €,0.00 €,ARN00000565,Pendiente,Pendiente,0.0,Canadá
C-000566,2023-06-15,2023-08-15,966.66,Crédito,Operación,Transacción no autorizada,Entretenimiento,Ganada,Reino Unido,Sí,Fraude amistoso,966.66 €,Comercio_1172,PRE-ARBITRAJE GANADO,966.66 €,0.00 €,0.00 €,ARN00000566,Pendiente,Pendiente,0.0,México
C-000567,2023-06-16,2023-09-08,152.06,Crédito,Operación,Fraude sospechado,Entretenimiento,Perdida,Reino Unido,Sí,Phishing,152.06 €,Comercio_794,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,152.06 €,ARN00000567,Hecho,2023-06-16,427.06,Australia
C-000568,2023-06-17,2023-09-04,527.67,Crédito,Operación,Duplicación de cargos,Ropa y accesorios,Perdida,Alemania,No,Uso no autorizado,527.67 €,Comercio_1542,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,527.67 €,ARN00000568,Pendiente,Pendiente,0.0,India
C-000569,2023-06-18,2023-08-27,219.44,Débito,Operación,Reembolso no procesado,Comida y bebidas,Ganada,Francia,Sí,Robo de tarjeta,219.44 €,Comercio_1075,DEVOLUCIÓN COMERCIO,0.00 €,219.44 €,0.00 €,ARN00000569,Pendiente,Pendiente,0.0,Alemania
C-000569,2023-06-18,2023-08-22,1.04,Débito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Ganada,Francia,Sí,Robo de tarjeta,1.04 €,Comercio_1075,DEVOLUCIÓN COMERCIO,0.00 €,1.04 €,0.00 €,ARN00000569,Pendiente,Pendiente,0.0,Alemania
C-000570,2023-06-19,2023-09-16,1.3,Débito,Cambio de divisa,Transacción no autorizada,Comida y bebidas,Ganada,Canadá,No,Robo de tarjeta,1.30 €,Comercio_1123,CBK GANADO,1.30 €,0.00 €,0.00 €,ARN00000570,Hecho,2023-06-19,268.81,Alemania
C-000570,2023-06-19,2023-09-03,889.07,Débito,Operación,Transacción no autorizada,Comida y bebidas,Ganada,Canadá,No,Robo de tarjeta,889.07 €,Comercio_1123,CBK GANADO,889.07 €,0.00 €,0.00 €,ARN00000570,Hecho,2023-06-19,268.81,Alemania
C-000571,2023-06-20,2023-08-29,315.83,Crédito,Operación,Producto no recibido,Hogar y jardín,Ganada,Francia,Sí,Fraude de identidad,315.83 €,Comercio_1706,CBK GANADO,315.83 €,0.00 €,0.00 €,ARN00000571,Hecho,2023-06-20,5.78,Estados Unidos
C-000571,2023-06-20,2023-09-02,1.12,Crédito,Cambio de divisa,Producto no recibido,Hogar y jardín,Ganada,Francia,Sí,Fraude de identidad,1.12 €,Comercio_1706,CBK GANADO,1.12 €,0.00 €,0.00 €,ARN00000571,Hecho,2023-06-20,5.78,Estados Unidos
C-000572,2023-06-21,2023-09-12,1.26,Crédito,Cambio de divisa,Fraude sospechado,Ropa y accesorios,Ganada,México,No,Fraude de identidad,1.26 €,Comercio_1376,PRE-ARBITRAJE GANADO,1.26 €,0.00 €,0.00 €,ARN00000572,Pendiente,Pendiente,0.0,India
C-000572,2023-06-21,2023-09-08,36.85,Crédito,Operación,Fraude sospechado,Ropa y accesorios,Ganada,México,No,Fraude de identidad,36.85 €,Comercio_1376,PRE-ARBITRAJE GANADO,36.85 €,0.00 €,0.00 €,ARN00000572,Pendiente,Pendiente,0.0,India
C-000573,2023-06-22,2023-08-28,713.52,Débito,Operación,Transacción no autorizada,Salud y belleza,Ganada,Canadá,Sí,Robo de tarjeta,713.52 €,Comercio_1392,DEVOLUCIÓN COMERCIO,0.00 €,713.52 €,0.00 €,ARN00000573,Pendiente,Pendiente,0.0,Canadá
C-000574,2023-06-23,2023-08-27,293.26,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,Reino Unido,Sí,Fraude de identidad,293.26 €,Comercio_989,PRE-ARBITRAJE GANADO,293.26 €,0.00 €,0.00 €,ARN00000574,Hecho,2023-06-23,276.85,México
C-000574,2023-06-23,2023-08-27,0.85,Crédito,Cambio de divisa,Producto defectuoso,Electrónica,Ganada,Reino Unido,Sí,Fraude de identidad,0.85 €,Comercio_989,PRE-ARBITRAJE GANADO,0.85 €,0.00 €,0.00 €,ARN00000574,Hecho,2023-06-23,276.85,México
C-000575,2023-06-24,2023-09-13,344.57,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,India,Sí,Fraude de identidad,344.57 €,Comercio_914,DEVOLUCIÓN COMERCIO,0.00 €,344.57 €,0.00 €,ARN00000575,Pendiente,Pendiente,0.0,Alemania
C-000576,2023-06-25,2023-09-05,657.29,Débito,Operación,Producto defectuoso,Comida y bebidas,Ganada,Canadá,No,Phishing,657.29 €,Comercio_453,DEVOLUCIÓN COMERCIO,0.00 €,657.29 €,0.00 €,ARN00000576,Pendiente,Pendiente,0.0,México
C-000577,2023-06-26,2023-09-11,680.12,Crédito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,México,Sí,Phishing,680.12 €,Comercio_77,PRE-ARBITRAJE GANADO,680.12 €,0.00 €,0.00 €,ARN00000577,Pendiente,Pendiente,0.0,México
C-000578,2023-06-27,2023-09-10,1.19,Débito,Cambio de divisa,Producto defectuoso,Entretenimiento,Ganada,Canadá,No,Uso no autorizado,1.19 €,Comercio_1859,DEVOLUCIÓN COMERCIO,0.00 €,1.19 €,0.00 €,ARN00000578,Hecho,2023-06-27,20.75,Australia
C-000578,2023-06-27,2023-09-14,626.04,Débito,Operación,Producto defectuoso,Entretenimiento,Ganada,Canadá,No,Uso no autorizado,626.04 €,Comercio_1859,DEVOLUCIÓN COMERCIO,0.00 €,626.04 €,0.00 €,ARN00000578,Hecho,2023-06-27,20.75,Australia
C-000579,2023-06-28,2023-09-01,761.56,Crédito,Operación,Producto no recibido,Hogar y jardín,Ganada,México,No,Fraude de identidad,761.56 €,Comercio_762,CBK GANADO,761.56 €,0.00 €,0.00 €,ARN00000579,Pendiente,Pendiente,0.0,Canadá
C-000579,2023-06-28,2023-09-02,0.95,Crédito,Cambio de divisa,Producto no recibido,Hogar y jardín,Ganada,México,No,Fraude de identidad,0.95 €,Comercio_762,CBK GANADO,0.95 €,0.00 €,0.00 €,ARN00000579,Pendiente,Pendiente,0.0,Canadá
C-000580,2023-06-29,2023-09-15,615.03,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Reino Unido,No,Fraude amistoso,615.03 €,Comercio_1888,DEVOLUCIÓN COMERCIO,0.00 €,615.03 €,0.00 €,ARN00000580,Hecho,2023-06-29,277.79,Canadá
C-000581,2023-06-30,2023-09-26,742.19,Crédito,Operación,Fraude sospechado,Salud y belleza,Ganada,Australia,Sí,Phishing,742.19 €,Comercio_1671,CBK GANADO,742.19 €,0.00 €,0.00 €,ARN00000581,Hecho,2023-06-30,282.14,India
C-000582,2023-07-01,2023-09-21,1.12,Débito,Cambio de divisa,Duplicación de cargos,Ropa y accesorios,Ganada,México,No,Robo de tarjeta,1.12 €,Comercio_1979,DEVOLUCIÓN COMERCIO,0.00 €,1.12 €,0.00 €,ARN00000582,Pendiente,Pendiente,0.0,Australia
C-000582,2023-07-01,2023-09-25,454.38,Débito,Operación,Duplicación de cargos,Ropa y accesorios,Ganada,México,No,Robo de tarjeta,454.38 €,Comercio_1979,DEVOLUCIÓN COMERCIO,0.00 €,454.38 €,0.00 €,ARN00000582,Pendiente,Pendiente,0.0,Australia
C-000583,2023-07-02,2023-09-04,1.14,Débito,Cambio de divisa,Reembolso no procesado,Hogar y jardín,Ganada,Australia,No,Robo de tarjeta,1.14 €,Comercio_1104,CBK GANADO,1.14 €,0.00 €,0.00 €,ARN00000583,Pendiente,Pendiente,0.0,Estados Unidos
C-000583,2023-07-02,2023-09-19,795.98,Débito,Operación,Reembolso no procesado,Hogar y jardín,Ganada,Australia,No,Robo de tarjeta,795.98 €,Comercio_1104,CBK GANADO,795.98 €,0.00 €,0.00 €,ARN00000583,Pendiente,Pendiente,0.0,Estados Unidos
C-000584,2023-07-03,2023-09-23,47.66,Crédito,Operación,Duplicación de cargos,Electrónica,Ganada,Reino Unido,Sí,Robo de tarjeta,47.66 €,Comercio_1882,DEVOLUCIÓN COMERCIO,0.00 €,47.66 €,0.00 €,ARN00000584,Pendiente,Pendiente,0.0,Estados Unidos
C-000584,2023-07-03,2023-09-06,1.33,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,Reino Unido,Sí,Robo de tarjeta,1.33 €,Comercio_1882,DEVOLUCIÓN COMERCIO,0.00 €,1.33 €,0.00 €,ARN00000584,Pendiente,Pendiente,0.0,Estados Unidos
C-000585,2023-07-04,2023-09-21,613.9,Crédito,Operación,Fraude sospechado,Ropa y accesorios,Ganada,Reino Unido,No,Fraude de identidad,613.90 €,Comercio_1142,PRE-ARBITRAJE GANADO,613.90 €,0.00 €,0.00 €,ARN00000585,Hecho,2023-07-04,619.2,México
C-000586,2023-07-05,2023-09-09,812.71,Crédito,Operación,Reembolso no procesado,Electrónica,Ganada,Reino Unido,No,Robo de tarjeta,812.71 €,Comercio_1529,PRE-ARBITRAJE GANADO,812.71 €,0.00 €,0.00 €,ARN00000586,Hecho,2023-07-05,935.8,Alemania
C-000587,2023-07-06,2023-09-07,892.76,Débito,Operación,Fraude sospechado,Entretenimiento,Perdida,India,No,Phishing,892.76 €,Comercio_221,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,892.76 €,ARN00000587,Pendiente,Pendiente,0.0,Alemania
C-000587,2023-07-06,2023-09-11,1.38,Débito,Cambio de divisa,Fraude sospechado,Entretenimiento,Perdida,India,No,Phishing,1.38 €,Comercio_221,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.38 €,ARN00000587,Pendiente,Pendiente,0.0,Alemania
C-000588,2023-07-07,2023-09-24,571.62,Crédito,Operación,Duplicación de cargos,Hogar y jardín,Ganada,Reino Unido,Sí,Fraude de identidad,571.62 €,Comercio_586,CBK GANADO,571.62 €,0.00 €,0.00 €,ARN00000588,Hecho,2023-07-07,636.38,Australia
C-000588,2023-07-07,2023-09-19,1.25,Crédito,Cambio de divisa,Duplicación de cargos,Hogar y jardín,Ganada,Reino Unido,Sí,Fraude de identidad,1.25 €,Comercio_586,CBK GANADO,1.25 €,0.00 €,0.00 €,ARN00000588,Hecho,2023-07-07,636.38,Australia
C-000589,2023-07-08,2023-09-14,153.79,Débito,Operación,Reembolso no procesado,Salud y belleza,Ganada,Reino Unido,Sí,Phishing,153.79 €,Comercio_189,DEVOLUCIÓN COMERCIO,0.00 €,153.79 €,0.00 €,ARN00000589,Pendiente,Pendiente,0.0,México
C-000589,2023-07-08,2023-09-13,1.18,Débito,Cambio de divisa,Reembolso no procesado,Salud y belleza,Ganada,Reino Unido,Sí,Phishing,1.18 €,Comercio_189,DEVOLUCIÓN COMERCIO,0.00 €,1.18 €,0.00 €,ARN00000589,Pendiente,Pendiente,0.0,México
C-000590,2023-07-09,2023-09-12,1.29,Crédito,Cambio de divisa,Fraude sospechado,Hogar y jardín,Ganada,Canadá,No,Uso no autorizado,1.29 €,Comercio_1466,PRE-ARBITRAJE GANADO,1.29 €,0.00 €,0.00 €,ARN00000590,Pendiente,Pendiente,0.0,Alemania
C-000590,2023-07-09,2023-10-03,770.64,Crédito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Canadá,No,Uso no autorizado,770.64 €,Comercio_1466,PRE-ARBITRAJE GANADO,770.64 €,0.00 €,0.00 €,ARN00000590,Pendiente,Pendiente,0.0,Alemania
C-000591,2023-07-10,2023-09-09,1.43,Crédito,Cambio de divisa,Producto defectuoso,Electrónica,Ganada,Alemania,No,Fraude de identidad,1.43 €,Comercio_620,CBK GANADO,1.43 €,0.00 €,0.00 €,ARN00000591,Hecho,2023-07-10,198.75,Australia
C-000591,2023-07-10,2023-09-12,400.05,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,Alemania,No,Fraude de identidad,400.05 €,Comercio_620,CBK GANADO,400.05 €,0.00 €,0.00 €,ARN00000591,Hecho,2023-07-10,198.75,Australia
C-000592,2023-07-11,2023-09-09,176.72,Crédito,Operación,Fraude sospechado,Entretenimiento,Ganada,Estados Unidos,Sí,Phishing,176.72 €,Comercio_96,DEVOLUCIÓN COMERCIO,0.00 €,176.72 €,0.00 €,ARN00000592,Hecho,2023-07-11,865.73,Canadá
C-000593,2023-07-12,2023-10-08,814.11,Crédito,Operación,Transacción no autorizada,Ropa y accesorios,Perdida,Reino Unido,No,Phishing,814.11 €,Comercio_342,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,814.11 €,ARN00000593,Pendiente,Pendiente,0.0,Alemania
C-000594,2023-07-13,2023-09-27,522.47,Débito,Operación,Producto no recibido,Electrónica,Ganada,México,No,Robo de tarjeta,522.47 €,Comercio_1632,CBK GANADO,522.47 €,0.00 €,0.00 €,ARN00000594,Hecho,2023-07-13,644.66,Alemania
C-000595,2023-07-14,2023-10-12,1.08,Crédito,Cambio de divisa,Producto defectuoso,Ropa y accesorios,Ganada,Canadá,No,Robo de tarjeta,1.08 €,Comercio_1556,CBK GANADO,1.08 €,0.00 €,0.00 €,ARN00000595,Pendiente,Pendiente,0.0,India
C-000595,2023-07-14,2023-09-21,164.47,Crédito,Operación,Producto defectuoso,Ropa y accesorios,Ganada,Canadá,No,Robo de tarjeta,164.47 €,Comercio_1556,CBK GANADO,164.47 €,0.00 €,0.00 €,ARN00000595,Pendiente,Pendiente,0.0,India
C-000596,2023-07-15,2023-09-13,645.39,Crédito,Operación,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,Sí,Phishing,645.39 €,Comercio_1342,DEVOLUCIÓN COMERCIO,0.00 €,645.39 €,0.00 €,ARN00000596,Hecho,2023-07-15,305.21,India
C-000596,2023-07-15,2023-09-24,1.45,Crédito,Cambio de divisa,Producto defectuoso,Hogar y jardín,Ganada,Estados Unidos,Sí,Phishing,1.45 €,Comercio_1342,DEVOLUCIÓN COMERCIO,0.00 €,1.45 €,0.00 €,ARN00000596,Hecho,2023-07-15,305.21,India
C-000597,2023-07-16,2023-10-04,282.61,Débito,Operación,Reembolso no procesado,Ropa y accesorios,Ganada,Canadá,Sí,Phishing,282.61 €,Comercio_1183,CBK GANADO,282.61 €,0.00 €,0.00 €,ARN00000597,Pendiente,Pendiente,0.0,India
C-000597,2023-07-16,2023-09-16,1.17,Débito,Cambio de divisa,Reembolso no procesado,Ropa y accesorios,Ganada,Canadá,Sí,Phishing,1.17 €,Comercio_1183,CBK GANADO,1.17 €,0.00 €,0.00 €,ARN00000597,Pendiente,Pendiente,0.0,India
C-000598,2023-07-17,2023-09-17,68.3,Débito,Operación,Fraude sospechado,Hogar y jardín,Ganada,Canadá,No,Fraude de identidad,68.30 €,Comercio_683,PRE-ARBITRAJE GANADO,68.30 €,0.00 €,0.00 €,ARN00000598,Pendiente,Pendiente,0.0,México
C-000599,2023-07-18,2023-10-11,380.78,Débito,Operación,Producto no recibido,Hogar y jardín,Ganada,India,Sí,Phishing,380.78 €,Comercio_226,PRE-ARBITRAJE GANADO,380.78 €,0.00 €,0.00 €,ARN00000599,Pendiente,Pendiente,0.0,Estados Unidos
C-000600,2023-07-19,2023-09-27,307.8,Débito,Operación,Duplicación de cargos,Hogar y jardín,Perdida,Francia,Sí,Uso no autorizado,307.80 €,Comercio_1304,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,307.80 €,ARN00000600,Pendiente,Pendiente,0.0,India
C-000601,2023-01-01,2023-04-01,1.09,Crédito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Australia,Sí,Fraude amistoso,1.09 €,Comercio_1076,CBK GANADO,1.09 €,0.00 €,0.00 €,ARN00000601,Hecho,2023-01-01,289.34,Alemania
C-000601,2023-01-01,2023-03-08,769.27,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Australia,Sí,Fraude amistoso,769.27 €,Comercio_1076,CBK GANADO,769.27 €,0.00 €,0.00 €,ARN00000601,Hecho,2023-01-01,289.34,Alemania
C-000602,2023-01-02,2023-03-12,172.86,Crédito,Operación,Producto defectuoso,Electrónica,Ganada,Reino Unido,Sí,Uso no autorizado,172.86 €,Comercio_1920,PRE-ARBITRAJE GANADO,172.86 €,0.00 €,0.00 €,ARN00000602,Pendiente,Pendiente,0.0,Estados Unidos
C-000602,2023-01-02,2023-03-12,0.82,Crédito,Cambio de divisa,Producto defectuoso,Electrónica,Ganada,Reino Unido,Sí,Uso no autorizado,0.82 €,Comercio_1920,PRE-ARBITRAJE GANADO,0.82 €,0.00 €,0.00 €,ARN00000602,Pendiente,Pendiente,0.0,Estados Unidos
C-000603,2023-01-03,2023-03-10,909.07,Débito,Operación,Reembolso no procesado,Comida y bebidas,Perdida,India,No,Phishing,909.07 €,Comercio_1384,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,909.07 €,ARN00000603,Pendiente,Pendiente,0.0,México
C-000603,2023-01-03,2023-04-01,1.1,Débito,Cambio de divisa,Reembolso no procesado,Comida y bebidas,Perdida,India,No,Phishing,1.10 €,Comercio_1384,PRE-ARBITRAJE NO CONTINUADO,0.00 €,0.00 €,1.10 €,ARN00000603,Pendiente,Pendiente,0.0,México
C-000604,2023-01-04,2023-03-18,237.47,Débito,Operación,Duplicación de cargos,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,237.47 €,Comercio_31,DEVOLUCIÓN COMERCIO,0.00 €,237.47 €,0.00 €,ARN00000604,Hecho,2023-01-04,243.17,Estados Unidos
C-000604,2023-01-04,2023-03-30,0.96,Débito,Cambio de divisa,Duplicación de cargos,Entretenimiento,Ganada,Francia,Sí,Fraude amistoso,0.96 €,Comercio_31,DEVOLUCIÓN COMERCIO,0.00 €,0.96 €,0.00 €,ARN00000604,Hecho,2023-01-04,243.17,Estados Unidos
C-000605,2023-01-05,2023-03-20,1.46,Crédito,Cambio de divisa,Duplicación de cargos,Electrónica,Ganada,México,No,Fraude de identidad,1.46 €,Comercio_493,PRE-ARBITRAJE GANADO,1.46 €,0.00 €,0.00 €,ARN00000605,Pendiente,Pendiente,0.0,Australia
C-000605,2023-01-05,2023-03-15,280.99,Crédito,Operación,Duplicación de cargos,Electrónica,Ganada,México,No,Fraude de identidad,280.99 €,Comercio_493,PRE-ARBITRAJE GANADO,280.99 €,0.00 €,0.00 €,ARN00000605,Pendiente,Pendiente,0.0,Australia
C-000606,2023-01-06,2023-03-12,922.45,Crédito,Operación,Transacción no autorizada,Electrónica,Ganada,Estados Unidos,Sí,Phishing,922.45 €,Comercio_724,PRE-ARBITRAJE GANADO,922.45 €,0.00 €,0.00 €,ARN00000606,Pendiente,Pendiente,0.0,Alemania
C-000606,2023-01-06,2023-03-27,1.36,Crédito,Cambio de divisa,Transacción no autorizada,Electrónica,Ganada,Estados Unidos,Sí,Phishing,1.36 €,Comercio_724,PRE-ARBITRAJE GANADO,1.36 €,0.00 €,0.00 €,ARN00000606,Pendiente,Pendiente,0.0,Alemania
C-000607,2023-01-07,2023-03-25,1.17,Crédito,Cambio de divisa,Fraude sospechado,Electrónica,Ganada,Francia,No,Uso no autorizado,1.17 €,Comercio_647,DEVOLUCIÓN COMERCIO,0.00 €,1.17 €,0.00 €,ARN00000607,Hecho,2023-01-07,233.56,Australia
C-000607,2023-01-07,2023-03-13,108.22,Crédito,Operación,Fraude sospechado,Electrónica,Ganada,Francia,No,Uso no autorizado,108.22 €,Comercio_647,DEVOLUCIÓN COMERCIO,0.00 €,108.22 €,0.00 €,ARN00000607,Hecho,2023-01-07,233.56,Australia
C-000608,2023-01-08,2023-03-20,1.48,Débito,Cambio de divisa,Producto defectuoso,Comida y bebidas,Ganada,India,Sí,Uso no autorizado,1.48 €,Comercio_718,CBK GANADO,1.48 €,0.00 €,0.00 €,ARN00000608,Pendiente,Pendiente,0.0,Australia
C-000608,2023-01-08,2023-04-03,160.9,Débito,Operación,Producto defectuoso,Comida y bebidas,Ganada,India,Sí,Uso no autorizado,160.90 €,Comercio_718,CBK GANADO,160.90 €,0.00 €,0.00 €,ARN00000608,Pendiente,Pendiente,0.0,Australia
